Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Russian President,0.43944636678200694,3,124,0.8253,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/President_of_Russia
classified information,0.4375,0,28,0.7781,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Classified_information
political asylum,0.3940972222222222,4,223,0.8264,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Right_of_asylum
Sheremetyevo International Airport,0.3905325443786982,0,66,0.9141,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Sheremetyevo_International_Airport
Vladimir Putin,0.36983471074380164,0,179,1.78211,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Vladimir_Putin
Federal Migration Service,0.359375,1,22,0.8874,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Federal_Migration_Service_(Russia)
Latin America,0.3460207612456747,1,99,0.8197,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Latin_America
Moscow,0.29867674858223064,2,156,0.82,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Moscow
government,0.2644628099173554,0,32,0.702,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Government
right,0.21487603305785125,0,26,0.7066,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Rights
US intelligence,0.20833333333333334,0,30,0.7426,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/United_States_Intelligence_Community
bilateral relations,0.19,0,19,0.734,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Bilateralism
internet,0.18181818181818182,0,22,0.7247,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Internet
fugitive,0.13194444444444445,0,19,0.7092,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Fugitive
asylum seekers,0.125,0,18,0.7717,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Refugee
Syria,0.11555555555555555,1,25,0.8805,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Syria
personal liberties,0.11242603550295859,0,19,0.7055,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Political_freedom
Iran,0.1111111111111111,2,23,0.8874,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Iran
Jay Carney,0.09693877551020408,0,19,0.9091,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Jay_Carney
Europe,0.08888888888888889,0,20,0.7631,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Europe
defense contractor,0.08284023668639054,1,13,0.7741,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Arms_industry
U.S. Secretary of State,0.08,0,18,0.8156,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/United_States_Secretary_of_State
Evo Morales,0.07653061224489796,0,15,1.07828,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Evo_Morales
CIA,0.07142857142857142,1,13,0.8477,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Central_Intelligence_Agency
Ecuador,0.07111111111111111,0,16,0.8936,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Ecuador
prosecute,0.06666666666666667,0,15,0.6985,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Prosecutor
lawyer,0.06666666666666667,0,15,0.7124,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Lawyer
